PROVINCIA,COMUNE,TIPOLOGIA,STELLE,DENOMINAZIONE,INDIRIZZO,NUMERO CIVICO,CAP
BELLUNO,BORCA DI CADORE,ALBERGO,2,BORIES,Via Roma,4,32040
BELLUNO,BORCA DI CADORE,ALBERGO,2,HERMINE 2,VIA O. SALA - loc. Villanova,15,32040
BELLUNO,BORCA DI CADORE,ALBERGO,1,MEUBLE' EMILY,VIA CAVOUR,37 - CANCIA,32040
BELLUNO,BORCA DI CADORE,ALBERGO,3,PARK HOTEL DES DOLOMITES,Via Roma,81,32040
BELLUNO,BORCA DI CADORE,ALBERGO,2,RESIDENCE HERMINE,Via Olivo Sala -  Villanova,12,32040
BELLUNO,BORCA DI CADORE,ALBERGO,3,SAN LEO,Via La Vares,39 - Villanova,32040
BELLUNO,BORCA DI CADORE,ALBERGO,3,VILLA INES,Via Taulen Marceana,1 - Villanova,32040
BELLUNO,BORCA DI CADORE,ALTRA RICETTIVITA',,SAN GIUSTO TRIESTE,Via Don G. De Luca,5,32040
BELLUNO,BORCA DI CADORE,RIFUGIO,,CITTÀ DI FIUME,Località Casera Durona,,32040
BELLUNO,ROCCA PIETORE,AFFITTACAMERE,,COSTA DORIANA,Via Marmolada,28/A,32020
BELLUNO,ROCCA PIETORE,AFFITTACAMERE,,COSTA DORIANA,Viale Dolomiti,23,32020
BELLUNO,ROCCA PIETORE,ALBERGO,3,ALBE,Località Bosco Verde,22/A,32020
BELLUNO,ROCCA PIETORE,ALBERGO,3,GARNI' IL CIRMOLO,Via Marmolada,27,32020
BELLUNO,ROCCA PIETORE,ALBERGO,3,ROSALPINA,VIA MARMOLADA,30,32020
BELLUNO,ROCCA PIETORE,ALBERGO,3,SPORTHOTEL TOLER,Via Marmolada,24,32020
BELLUNO,ROCCA PIETORE,ALTRA RICETTIVITA',,CASA ALPINA MARIA IMMACOLATA,Viale Dolomiti,1,32020
BELLUNO,CALALZO DI CADORE,ALBERGO,1,AL BIVIO,Via Nazionale,67,32042
BELLUNO,CALALZO DI CADORE,ALBERGO,1,ALPINA,Via San Giovanni,14,32042
BELLUNO,CALALZO DI CADORE,ALBERGO,3,CALALZO,Via Stazione,19,32042
BELLUNO,CALALZO DI CADORE,ALBERGO,3,FERROVIA,Via Stazione,4,32042
BELLUNO,CALALZO DI CADORE,ALBERGO,3,PARK HOTEL BELLAVISTA,Via San Giovanni Caravaggio,05/07/2016,32042
BELLUNO,CALALZO DI CADORE,ALTRA RICETTIVITA',,COLONIA ALPINA PADOVA,Via San Giovanni,52,32042
BELLUNO,CALALZO DI CADORE,ALTRA RICETTIVITA',,LUNGA VIA DELLE DOLOMITI,via De Stefani,41,32042
BELLUNO,CALALZO DI CADORE,BED AND BREAKFAST,,DAL MORO IRENE - VILLA ROMA,Via Lagole,17 - Villa Roma,32042
BELLUNO,CALALZO DI CADORE,BED AND BREAKFAST,,LE MARMAROLE,Via Mazzini,32,32042
BELLUNO,CALALZO DI CADORE,BED AND BREAKFAST,,VILLA VENEZIA DI RIVA ANNA GINA,Via Nazionale,15,32042
BELLUNO,CALALZO DI CADORE,FORESTERIA,,EN.A.I.P  VENETO,Via San Giovanni,64 - loc. Caravaggio,32042
BELLUNO,CALALZO DI CADORE,RIFUGIO,,CAPANNA DEGLI ALPINI,Località Pian de la Gravina - Val d'Oten,,32042
BELLUNO,CALALZO DI CADORE,RIFUGIO,,DINO E GIOVANNI CHIGGIATO,Località Marmarole sud - Monte Pianezze (Col Negro),,32042
BELLUNO,CALALZO DI CADORE,RIFUGIO,,PIETRO GALASSI,Località Forcella Piccola dell'Antelao,,32042
BELLUNO,LIVINALLONGO DEL COL DI LANA,ALBERGO,4,GRIFONE,Località Campolongo,27,32020
BELLUNO,SANTO STEFANO DI CADORE,AFFITTACAMERE,,ACQUAVITA PIERINA,Via Grandelis,63,32045
BELLUNO,SANTO STEFANO DI CADORE,ALBERGO,3,VILLANOVA,Via Mazzini,20,32040
BELLUNO,SANTO STEFANO DI CADORE,ALBERGO,2,VITTORIA,Via Frison,,32045
BELLUNO,SANTO STEFANO DI CADORE,ALTRA RICETTIVITA',,CA' SERENISSIMA,Via Nazionale,127,32045
BELLUNO,SANTO STEFANO DI CADORE,CAMPEGGIO,3,COMELICO,Località Mas,68,32040
BELLUNO,CANALE D'AGORDO,AGRITURISMO,,AGRITURISMO MALGA STIA di DE MARTIN MAURO,VIA VAL GARES,,32020
BELLUNO,CANALE D'AGORDO,ALBERGO,3,ALLE CODOLE,Via XX Agosto,27,32020
BELLUNO,CANALE D'AGORDO,ALBERGO,3,COSTA,Piazza Salvatore Serafini,6,32020
BELLUNO,CANALE D'AGORDO,ALBERGO,3,NEVADA,Via Gares,1,32020
BELLUNO,CANALE D'AGORDO,ALBERGO,3,VAL GARES,Via Xaiz,15,32020
BELLUNO,CANALE D'AGORDO,ALTRA RICETTIVITA',,CASA ALPINA S. APOLLINARE,Località' La Mora,9,32020
BELLUNO,CANALE D'AGORDO,ALTRA RICETTIVITA',,CASA ALPINA SACRO CUORE,Via Prade,4,32020
BELLUNO,CANALE D'AGORDO,ALTRA RICETTIVITA',,VILLA LUISA,Via Pisoliva,17,32020
BELLUNO,CANALE D'AGORDO,BED AND BREAKFAST,,B&B ALLA PORTA,VIA GIUSEPPE XAIZ,12,32020
BELLUNO,CANALE D'AGORDO,BED AND BREAKFAST,,B&B DOLOMITES,Via al Forn,1,32020
BELLUNO,CANALE D'AGORDO,CAMPEGGIO,2,LASTEI,Località Pian de Sabion,2,32020
BELLUNO,CANALE D'AGORDO,RIFUGIO,,LAGAZZON,Località Forcella Lagazzon,1,32020
BELLUNO,ALLEGHE,ALBERGO,4,ALLA POSTA,Piazza Dogliani,19,32022
BELLUNO,ALLEGHE,ALBERGO,1,LA LANTERNA,Corso Veneto,82,32023
BELLUNO,ALLEGHE,ALBERGO,3,LA MONTANINA,Corso Veneto,96,32023
BELLUNO,ALLEGHE,ALBERGO,3,MONTE CIVETTA,Via Nazionale,22,32023
BELLUNO,ALLEGHE,ALTRA RICETTIVITA',,CENTRO CULTURALE DON A. BUGHETTI E DON D. FAVARETTO,Via Belvedere,11,32022
BELLUNO,ALLEGHE,APPARTAMENTO,,APPART. ALLA POSTA,Piazza Dogliani,07/08/2016,32023
BELLUNO,ALLEGHE,APPARTAMENTO,,DA GIORGIO,Corso Veneto,64,32023
BELLUNO,ALLEGHE,APPARTAMENTO,,ROSAN,Via Col di Lana,37,32022
BELLUNO,FALCADE,ALBERGO,1,CIME D'AUTA,Via Pineta,52,32020
BELLUNO,FALCADE,ALBERGO,2,FELICE,Via Lungo Tegosa,43,32020
BELLUNO,FALCADE,ALBERGO,2,GARNI' VALDAN,Via Danilo Busin,7,32020
BELLUNO,FALCADE,ALBERGO,2,MARIOLINA,Via Pineta,40,32020
BELLUNO,FALCADE,ALBERGO,3,PINETA,Via Salpian,18,32020
BELLUNO,FALCADE,ALBERGO,2,SAYONARA,Via Pineta,37,32020
BELLUNO,FALCADE,ALBERGO,3,SCOIATTOLO,Via Pineta,23,32020
BELLUNO,FALCADE,APPARTAMENTO,,APPARTAMENTI MALIBÙ,Via San Doane,21/B,32020
BELLUNO,FALCADE,APPARTAMENTO,,CONCORDIA,Via San Doane,14,32020
BELLUNO,FALCADE,APPARTAMENTO,,FOCOBON,Via Trento,53,32020
BELLUNO,FALCADE,CAMPEGGIO,1,BUSIN,Località Pra Lonch,,32020
BELLUNO,CENCENIGHE AGORDINO,ALBERGO,3,DOLOMITI,Via XX Settembre,17,32020
BELLUNO,CENCENIGHE AGORDINO,BED AND BREAKFAST,,B&B AL LAGO,Via Torino,26 - frazione Campo,32020
BELLUNO,CENCENIGHE AGORDINO,BED AND BREAKFAST,,B&B TORRE DEL CIOIT,Via XX Settembre,116,32020
BELLUNO,CENCENIGHE AGORDINO,BED AND BREAKFAST,,BED & BREAKFAST LADINA,VIA XX SETTEMBRE,105,32020
BELLUNO,CENCENIGHE AGORDINO,BED AND BREAKFAST,,DE MIO MASSIMO,Via XX Settembre,106,32020
BELLUNO,CENCENIGHE AGORDINO,BED AND BREAKFAST,,LA RADIS,VIA ROA,5,32020
BELLUNO,CESIOMAGGIORE,AFFITTACAMERE,,CASA BOZ,Via Val Canzoi,39,32030
BELLUNO,CESIOMAGGIORE,AFFITTACAMERE,,LA MAISON LION,Via dei Mori,1/a,32030
BELLUNO,CESIOMAGGIORE,AFFITTACAMERE,,VAL CANZOI,Via  Val Canzoi,9,32030
BELLUNO,CESIOMAGGIORE,AGRITURISMO,,AGR.SASS DE MURA /CURTO EGIDIO,VAL CANZOI,,32030
BELLUNO,CESIOMAGGIORE,AGRITURISMO,,AI CUC DI BENEFICIO GIANNI,Via Strada dei Frassenei,15,32030
BELLUNO,CESIOMAGGIORE,AGRITURISMO,,AZ. AGRITURISTICA ANTICO SPLENDORE di TRENTIN ILES,"VIA FIANEMA, 1",,32020
BELLUNO,CESIOMAGGIORE,AGRITURISMO,,CAMPO DI CIELO DI DE MARCO MARIA TERESA,Via Centenere PEZ,5,32030
BELLUNO,CESIOMAGGIORE,AGRITURISMO,,CASCINA DOLOMITI DI GUERRIERO VALENTINA,VIA CEDE,5,32030
BELLUNO,CESIOMAGGIORE,AGRITURISMO,,GESIOL DI BEDIN PATRIZIA,VIA COL DE BRAGHE,13,32020
BELLUNO,CESIOMAGGIORE,APPARTAMENTO,,CASA AL FRASSEN,Località Al Frassen - Val Canzoi,,32030
BELLUNO,CESIOMAGGIORE,BED AND BREAKFAST,,ALLA CASETTA,Via Strada delle Negre,10,32030
BELLUNO,CESIOMAGGIORE,BED AND BREAKFAST,,ANTICA VIGNA,Via Pedemontana,14 - SORANZEN,32030
BELLUNO,CESIOMAGGIORE,BED AND BREAKFAST,,B&B LA MAGNOLIA,Via Val de Cune,3 - loc.Toschian,32030
BELLUNO,CESIOMAGGIORE,BED AND BREAKFAST,,B&B MIKE & KIKKA,Via Col De Braghe,18,32030
BELLUNO,CESIOMAGGIORE,BED AND BREAKFAST,,DOLOMITI FELTRINE,Via Col de Cima,7 - loc. Menin,32030
BELLUNO,CESIOMAGGIORE,BED AND BREAKFAST,,DOLOMITINCANTO,Via Seravella - Loc.Marsiai,36,32030
BELLUNO,CESIOMAGGIORE,BED AND BREAKFAST,,GREEN ROSE,VIA CAN,17,32030
BELLUNO,CESIOMAGGIORE,BED AND BREAKFAST,,IL BIANCOSPINO,Via dei Vignaga,16 - loc. Cesiominore,32030
BELLUNO,CESIOMAGGIORE,BED AND BREAKFAST,,LE NIBIE,Via Cede,2,32030
BELLUNO,CESIOMAGGIORE,BED AND BREAKFAST,,LUPO BIANCO,Via Riva De Bogno,11,32030
BELLUNO,CESIOMAGGIORE,BED AND BREAKFAST,,PARADISO,Via Sotto Anzaven,7/a - loc. Anzaven,32030
BELLUNO,CESIOMAGGIORE,BED AND BREAKFAST,,PRA MAOR,Via Pra Maor,4 - loc. Pullir,32030
BELLUNO,CESIOMAGGIORE,BED AND BREAKFAST,,TACABOTON,Località Soranzen,8,32030
BELLUNO,CESIOMAGGIORE,BED AND BREAKFAST,,TRE PIETRE,Via Morzanch,15,32030
BELLUNO,CESIOMAGGIORE,CAMPEGGIO,1,ORSERA,Località Orsera - Val Canzoi,9,32030
BELLUNO,CESIOMAGGIORE,RIFUGIO,,BRUNO BOZ,Località Conca Nevetta,,32030
BELLUNO,CHIES D'ALPAGO,AGRITURISMO,,MALGA CATE,Via Cate loc. Casera Pal,"98,99",32010
BELLUNO,CHIES D'ALPAGO,AGRITURISMO,,MALGA PIAN FORMOSA DI SAVIANE LETIZIA,LOC. PIAN FORMOSA,,32010
BELLUNO,CHIES D'ALPAGO,BED AND BREAKFAST,,B&B BORGO COE,VIA COE,167/A,32010
BELLUNO,CHIES D'ALPAGO,BED AND BREAKFAST,,PEDOL PIERANGELO,Via Don Ermolao Barattin,50 - loc. San Martino,32010
BELLUNO,CIBIANA DI CADORE,AFFITTACAMERE,,BAITA DEONA,Via Pianezze,61/I,32040
BELLUNO,CIBIANA DI CADORE,ALBERGO,2,REMAURO,Via Pianezze,13,32040
BELLUNO,CIBIANA DI CADORE,RIFUGIO,,DOLOMITES,Località Monte Rite,,32040
BELLUNO,CIBIANA DI CADORE,RIFUGIO,,REMAURO,Via Pianezze,61 - Forcella Cibiana,32040
BELLUNO,PONTE NELLE ALPI,ALBERGO,1,CIMA I PRA,Località Cima i Prà,48,32014
BELLUNO,SAPPADA,AFFITTACAMERE,,AFFITTACAMERE QUINZ,Via Cima,89,32047
BELLUNO,SAPPADA,ALBERGO,3,BELLAVISTA,Via Cima,35,32047
BELLUNO,SAPPADA,ALBERGO,3,BELVEDERE,Località Cima Sappada,93,32047
BELLUNO,SAPPADA,ALBERGO,3,SORGENTI DEL PIAVE,Località Cima Sappada,95,32047
BELLUNO,VAL DI ZOLDO,ALBERGO,3,LA CAMINATHA,Via Col,1,32010
BELLUNO,ROCCA PIETORE,ALBERGO,3,CAMOSCIO,Via Marmolada,7,32020
BELLUNO,ROCCA PIETORE,ALBERGO,2,PATRI,Via Marmolada,14/15,32020
BELLUNO,ROCCA PIETORE,ALBERGO,3,VILLA EDEN,Via Marmolada,10,32020
BELLUNO,ROCCA PIETORE,BED AND BREAKFAST,,REIER ZITA,Via Col di Rocca,19,32020
BELLUNO,TAMBRE,ALBERGO,3,HOTEL COL INDES MIRAMONTI,Località Col Indes,,32010
BELLUNO,COLLE SANTA LUCIA,AGRITURISMO,,LEZUO ALBERTO - AGRITURISMO,"VIA FOSSAL, 20",,32020
BELLUNO,COLLE SANTA LUCIA,ALBERGO,2,GARNI' CESA DELE ANGELE,Via Villagrande,10,32020
BELLUNO,COLLE SANTA LUCIA,ALBERGO,2,POSTA,Via Villagrande,5,32020
BELLUNO,COLLE SANTA LUCIA,BED AND BREAKFAST,,B&B FOSSAL DI BERNARDI SEVERINO,Via Fossal,17/1 - 2 piano,32020
BELLUNO,COLLE SANTA LUCIA,BED AND BREAKFAST,,BERNARDI AGOSTINO,Via Fossal,16,32020
BELLUNO,COLLE SANTA LUCIA,BED AND BREAKFAST,,SOCCOL CARLA,Via Pezzei,7- piano terra,32020
BELLUNO,COLLE SANTA LUCIA,RIFUGIO,,AVERAU,Località Forcella Nuvolàu,9,32020
BELLUNO,COLLE SANTA LUCIA,RIFUGIO,,FEDARE,Località Fedàre,2,32020
BELLUNO,COLLE SANTA LUCIA,RIFUGIO,,PIEZZA,Località Passo Giau,5,32020
BELLUNO,COMELICO SUPERIORE,AGRITURISMO,,MOIÈ DI DE MARTIN TOPRANIN GERMANO,via Valgrande 54,,32040
BELLUNO,COMELICO SUPERIORE,ALBERGO,3,LE CHALET D'OR,Via Caduti di Cima Vallona,23,32040
BELLUNO,COMELICO SUPERIORE,ALBERGO,3,VERENA,Passo Monte Croce Comelico,,32040
BELLUNO,COMELICO SUPERIORE,BED AND BREAKFAST,,B & B DE LORENZO,Via Tortoi,2 - loc. Candide,32040
BELLUNO,COMELICO SUPERIORE,BED AND BREAKFAST,,B&B DA LINDA,Via Soronco,7,32040
BELLUNO,COMELICO SUPERIORE,BED AND BREAKFAST,,CHALET DELLE FATE - LAGO CESTELLA,Località Lago Cestella,,32040
BELLUNO,COMELICO SUPERIORE,BED AND BREAKFAST,,DA SANDRA,Via Sala,5 - loc. Casamazzagno,32040
BELLUNO,COMELICO SUPERIORE,RIFUGIO,,ANTONIO BERTI,Località Vallon Popera,,32040
BELLUNO,COMELICO SUPERIORE,RIFUGIO,,ITALO LUNELLI,Località Selvapiana,,32040
BELLUNO,COMELICO SUPERIORE,RIFUGIO,,RINFREDDO,Località Rinfreddo,,32040
BELLUNO,BORCA DI CADORE,ALBERGO,4,BOITE,Via Ravenna,297,32040
BELLUNO,BORCA DI CADORE,ALBERGO,3,CORTE,Piazzale Cortemaggiore,1,32040
BELLUNO,CORTINA D'AMPEZZO,AFFITTACAMERE,,AFFITTACAMERE DA PIA,via Chiave,101/A,32043
BELLUNO,CORTINA D'AMPEZZO,AFFITTACAMERE,,APOLLONIO CARLO CIASA LA VERA,Via La Vera,1/a,32043
BELLUNO,CORTINA D'AMPEZZO,AFFITTACAMERE,,BAITA FRAINA,Via Fraina,2,32043
BELLUNO,CORTINA D'AMPEZZO,AFFITTACAMERE,,CAMERE CARTER,Via Verocai,99/A,32043
BELLUNO,CORTINA D'AMPEZZO,AFFITTACAMERE,,RISTORANTE LAGO GHEDINA,Località Lago Ghedina,1,32043
BELLUNO,CORTINA D'AMPEZZO,AFFITTACAMERE,,VILLA ARIANNA,Località Maion,59,32043
BELLUNO,CORTINA D'AMPEZZO,AGRITURISMO,,AGRITURISMO DEGASPER FATTORIA MENEGUTO,Loc. Fraina,6,32043
BELLUNO,CORTINA D'AMPEZZO,AGRITURISMO,,CALDARA DI RANIERI CALDARA,"LOC. MORTISA, 10",,32043
BELLUNO,CORTINA D'AMPEZZO,AGRITURISMO,,CIASA DEO,Via Chave,126,32043
BELLUNO,CORTINA D'AMPEZZO,AGRITURISMO,,GHEDINA LUCA,Via Cadin di Sotto,24/25,32043
BELLUNO,CORTINA D'AMPEZZO,AGRITURISMO,,MALGA FEDERA,Località Federa,,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,3,AL LARIN,Via La Vera,13,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,4,ALASKA,Largo Delle Poste,39,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,4,AMBRA,Via XXIX Maggio,28,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,4,ANCORA,Corso Italia,62,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,3,AQUILA,Piazza Pittori Fratelli Ghedina,1,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,3,BARISETTI,Via Dello Stadio,28,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,3,BELLARIA,Corso Italia,266,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,4,BELLEVUE,Corso Italia,197,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,3,CAPANNINA,Via Dello Stadio,11,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,3,CIASA VERVEI,Loc. Vervei,,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,3,COLUMBIA,Via Ronco,75,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,4,CONCORDIA PARC HOTEL,Corso Italia,28,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,3,CORNELIO,Via Cantore,1,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,2,CORONA,Via Val di Sotto,10,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,3,CORONA,Via Val di Sotto,12,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,4,CORTINA,Corso Italia,92,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,4,CRISTALLINO D'AMPEZZO,Via Roma,89,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,5.5,CRISTALLO HOTEL SPA & GOLF,Via R. Menardi,42,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,3,DA BEPPE SELLO,Via Ronco,68,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,4,DE LA POSTE,Piazza Roma,14,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,3,DES ALPES,Via La Vera,2,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,3,DOLOMITI,Via Roma,118,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,4,EUROPA,Corso Italia,207,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,1,FIAMES,Località Fiames,13,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,4,FRANCESCHI PARK HOTEL,Via C. Battisti,86,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,5,GRAND HOTEL SAVOIA,Via Roma,62,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,4.5,HOTEL FALORIA MOUNTAIN SPA RESORT,Località Zuel di Sopra,46,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,3,IMPERO,Via C. Battisti,66,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,2,ITALIA,Via G. Marconi,2,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,4,LAJADIRA,Località Riva,43,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,4,MAJONI,Via Roma,53,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,3,MENARDI,Via Majon,110,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,3,MEUBLE' PICCOLO POCOL,Località Pocol,48,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,4,MIRAGE,Via Peziè,118,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,5,MIRAMONTI MAJESTIC GRAND HOTEL,Via Peziè,103,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,3,MIRIAM,Via Majon,120,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,2,MONTANA,Corso Italia,94,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,3,NATALE,Corso Italia,229,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,3,NORD,Via La Vera,10,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,2,OASI,Via Cantore,2,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,3,OLIMPIA,Largo delle Poste,37,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,3,PANDA,Via Roma,64,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,4,PARC HOTEL VICTORIA,Corso Italia,1,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,3,PONTECHIESA,Via Marangoi,3,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,2,PONTEJEL,Largo delle Poste,11,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,3,PRINCIPE,Corso Italia,250,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,3,REGINA,Via del Castello,1,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,5,ROSAPETRA SPA RESORT,Via Zuel di Sopra,1,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,3,ROYAL,Via Stazione,2,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,4,SAVOIA PALACE,via Roma,37,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,3,SERENA,Via Faloria,8,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,4,SPLENDID HOTEL VENEZIA,Corso Italia,209,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,4,SPORTING HOTEL VILLA BLU,Via Verocai,73,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,3,TRIESTE,Via Majon,28,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,3,VILLA ALPINA,Via Roma,72,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,3,VILLA GAIA,Via delle Guide,96,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,3,VILLA NEVADA,Via Ronco,64,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,3,VILLA NEVE,Via B. Franchetti,18,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,3,VILLA ORETTA,Via Ronco,115,32043
BELLUNO,CORTINA D'AMPEZZO,ALBERGO,3,VILLA RESY,Via Riva,50,32043
BELLUNO,CORTINA D'AMPEZZO,ALTRA RICETTIVITA',,ORSOLINE AL FALORIA,Via Faloria,104,32043
BELLUNO,CORTINA D'AMPEZZO,APPARTAMENTO,,CIASA VENTEJELO,Corso Italia,128,32043
BELLUNO,CORTINA D'AMPEZZO,BED AND BREAKFAST,,APOLLONIO PAOLA,Via Ronco,152,32043
BELLUNO,CORTINA D'AMPEZZO,BED AND BREAKFAST,,BATTOCCHIO MARIA ROSA,Via Franchetti,4,32043
BELLUNO,CORTINA D'AMPEZZO,BED AND BREAKFAST,,B&B CALDARA,Via Faloria,46/A,32043
BELLUNO,CORTINA D'AMPEZZO,BED AND BREAKFAST,,B&B CRISTALLO,COJANA STRADA NUOVA,13,32043
BELLUNO,CORTINA D'AMPEZZO,BED AND BREAKFAST,,BED & BRAKFAST DA ANDREA,Via Alverà,125,32043
BELLUNO,CORTINA D'AMPEZZO,BED AND BREAKFAST,,BED & BREAKFAST OLTRES,Via Campo di Sotto,70,32043
BELLUNO,CORTINA D'AMPEZZO,BED AND BREAKFAST,,BED&BREAKFAST ALVERA' GERHARD,Via Ronco,62,32043
BELLUNO,CORTINA D'AMPEZZO,BED AND BREAKFAST,,CA' DEI DAINI,Via Chiave,118 - loc. Chiave,32043
BELLUNO,CORTINA D'AMPEZZO,BED AND BREAKFAST,,CIASA ZARDINI,GILARDON,8,32043
BELLUNO,CORTINA D'AMPEZZO,BED AND BREAKFAST,,DE BIASIO VITTORIA,Via Chiave,79,32043
BELLUNO,CORTINA D'AMPEZZO,BED AND BREAKFAST,,DIBONA TIZIANO,Via Manaigo,20,32043
BELLUNO,CORTINA D'AMPEZZO,BED AND BREAKFAST,,GIRARDI ZEMIRA,Via Pecol,81,32043
BELLUNO,CORTINA D'AMPEZZO,BED AND BREAKFAST,,MAJONI ELENA,Via Pecol,23,32043
BELLUNO,CORTINA D'AMPEZZO,BED AND BREAKFAST,,MENARDI SISTO,Località Ronco,132,32043
BELLUNO,CORTINA D'AMPEZZO,BED AND BREAKFAST,,STELLA ALPINA DI CALDARA STEFANELLA,VIA CHIAVE,49,32043
BELLUNO,CORTINA D'AMPEZZO,BED AND BREAKFAST,,VILLINO MAJONI,Via Roma,49,32043
BELLUNO,CORTINA D'AMPEZZO,CAMPEGGIO,3,CORTINA,Via Campo di Sopra,2,32043
BELLUNO,CORTINA D'AMPEZZO,CAMPEGGIO,1,DOLOMITI,Località Sacus,1,32043
BELLUNO,CORTINA D'AMPEZZO,CAMPEGGIO,3,INTERNATIONAL CAMPING OLYMPIA,Via Fiames,1,32043
BELLUNO,CORTINA D'AMPEZZO,CAMPEGGIO,3,ROCCHETTA INTERNATIONAL,Via Campo,1,32043
BELLUNO,CORTINA D'AMPEZZO,RIFUGIO,,ALFONSO VANDELLI,Località Sorapiss,,32043
BELLUNO,CORTINA D'AMPEZZO,RIFUGIO,,ANGELO DIBONA,Località Valón de Tofana,,32043
BELLUNO,CORTINA D'AMPEZZO,RIFUGIO,,BIELLA,Località Alpe di Fosses,,32043
BELLUNO,CORTINA D'AMPEZZO,RIFUGIO,,CAMILLO GIUSSANI,Località Forcella Fontananegra,,32043
BELLUNO,CORTINA D'AMPEZZO,RIFUGIO,,CAPANNA TONDI,Località Tónde de Faloria,,32043
BELLUNO,CORTINA D'AMPEZZO,RIFUGIO,,CINQUE TORRI,Località Cinque Torri,,32043
BELLUNO,CORTINA D'AMPEZZO,RIFUGIO,,COL GALLINA,Passo Falzarego,2,32043
BELLUNO,CORTINA D'AMPEZZO,RIFUGIO,,CRODA DA LAGO  GIANNI PALMIERI,Località Lago Federa,,32043
BELLUNO,CORTINA D'AMPEZZO,RIFUGIO,,DUCA D'AOSTA,Località Pomédes,,32043
BELLUNO,CORTINA D'AMPEZZO,RIFUGIO,,FALORIA,Località Mónte Faloria,,32043
BELLUNO,CORTINA D'AMPEZZO,RIFUGIO,,LAGAZUOI,Località Lagazuoi Piccolo,,32043
BELLUNO,CORTINA D'AMPEZZO,RIFUGIO,,LAGO D'AIAL,Località Lago de Aiàl,,32043
BELLUNO,CORTINA D'AMPEZZO,RIFUGIO,,MALGA RA STUA,Località Mónte de Ra Stua,,32043
